Evacuation Rate, Time
0.17, 353
0.17, 354
0.17, 355
0.17, 356
0.17, 357
0.17, 358
0.17, 359
0.17, 360
0.17, 361
0.17, 362
0.17, 363
0.17, 364
0.17, 365
0.17, 366
0.17, 367
0.17, 368
0.18, 369
0.18, 370
0.19, 371
0.19, 372
0.19, 373
0.19, 374
0.19, 375
0.19, 376
0.19, 377
0.19, 378
0.19, 379
0.19, 380
0.19, 381
0.19, 382
0.19, 383
0.19, 384
0.19, 385
0.2, 386
0.2, 387
0.21, 388
0.21, 389
0.21, 390
0.21, 391
0.22, 392
0.22, 393
0.22, 394
0.22, 395
0.22, 396
0.22, 397
0.22, 398
0.22, 399
0.22, 400
0.23, 401
0.23, 402
0.23, 403
0.23, 404
0.23, 405
0.23, 406
0.23, 407
0.23, 408
0.24, 409
0.24, 410
0.24, 411
0.24, 412
0.24, 413
0.24, 414
0.24, 415
0.24, 416
0.24, 417
0.24, 418
0.24, 419
0.24, 420
0.24, 421
0.24, 422
0.24, 423
0.24, 424
0.24, 425
0.24, 426
0.24, 427
0.24, 428
0.24, 429
0.24, 430
0.24, 431
0.24, 432
0.24, 433
0.24, 434
0.24, 435
0.26, 436
0.26, 437
0.26, 438
0.26, 439
0.26, 440
0.26, 441
0.26, 442
0.26, 443
0.26, 444
0.26, 445
0.26, 446
0.26, 447
0.26, 448
0.26, 449
0.26, 450
0.26, 451
0.26, 452
0.27, 453
0.27, 454
0.27, 455
0.27, 456
0.27, 457
0.27, 458
0.27, 459
0.27, 460
0.28, 461
0.28, 462
0.28, 463
0.28, 464
0.28, 465
0.28, 466
0.28, 467
0.28, 468
0.28, 469
0.28, 470
0.29, 471
0.29, 472
0.29, 473
0.29, 474
0.29, 475
0.29, 476
0.31, 477
0.31, 478
0.31, 479
0.31, 480
0.31, 481
0.31, 482
0.31, 483
0.31, 484
0.31, 485
0.31, 486
0.31, 487
0.31, 488
0.31, 489
0.31, 490
0.32, 491
0.32, 492
0.32, 493
0.32, 494
0.32, 495
0.32, 496
0.32, 497
0.32, 498
0.32, 499
0.32, 500
0.32, 501
0.32, 502
0.32, 503
0.32, 504
0.32, 505
0.32, 506
0.32, 507
0.32, 508
0.32, 509
0.32, 510
0.33, 511
0.33, 512
0.34, 513
0.34, 514
0.34, 515
0.34, 516
0.34, 517
0.34, 518
0.34, 519
0.34, 520
0.34, 521
0.34, 522
0.34, 523
0.34, 524
0.34, 525
0.34, 526
0.34, 527
0.34, 528
0.34, 529
0.34, 530
0.34, 531
0.36, 532
0.36, 533
0.36, 534
0.36, 535
0.36, 536
0.36, 537
0.36, 538
0.36, 539
0.36, 540
0.36, 541
0.36, 542
0.36, 543
0.37, 544
0.37, 545
0.37, 546
0.37, 547
0.37, 548
0.37, 549
0.37, 550
0.37, 551
0.37, 552
0.37, 553
0.37, 554
0.37, 555
0.37, 556
0.37, 557
0.37, 558
0.37, 559
0.37, 560
0.37, 561
0.37, 562
0.37, 563
0.37, 564
0.37, 565
0.37, 566
0.37, 567
0.37, 568
0.37, 569
0.37, 570
0.37, 571
0.37, 572
0.37, 573
0.37, 574
0.37, 575
0.37, 576
0.37, 577
0.4, 578
0.4, 579
0.4, 580
0.4, 581
0.4, 582
0.4, 583
0.4, 584
0.4, 585
0.4, 586
0.4, 587
0.4, 588
0.42, 589
0.42, 590
0.42, 591
0.42, 592
0.42, 593
0.42, 594
0.42, 595
0.42, 596
0.42, 597
0.42, 598
0.42, 599
0.42, 600
0.42, 601
0.42, 602
0.42, 603
0.42, 604
0.43, 605
0.43, 606
0.43, 607
0.44, 608
0.44, 609
0.44, 610
0.44, 611
0.44, 612
0.44, 613
0.44, 614
0.44, 615
0.44, 616
0.44, 617
0.44, 618
0.44, 619
0.44, 620
0.45, 621
0.45, 622
0.45, 623
0.45, 624
0.45, 625
0.45, 626
0.45, 627
0.45, 628
0.45, 629
0.45, 630
0.46, 631
0.46, 632
0.46, 633
0.46, 634
0.46, 635
0.46, 636
0.46, 637
0.46, 638
0.46, 639
0.46, 640
0.46, 641
0.47, 642
0.47, 643
0.47, 644
0.47, 645
0.47, 646
0.47, 647
0.47, 648
0.47, 649
0.47, 650
0.48, 651
0.48, 652
0.49, 653
0.49, 654
0.49, 655
0.49, 656
0.49, 657
0.49, 658
0.49, 659
0.49, 660
0.49, 661
0.49, 662
0.49, 663
0.49, 664
0.49, 665
0.49, 666
0.5, 667
0.5, 668
0.5, 669
0.5, 670
0.5, 671
0.5, 672
0.5, 673
0.5, 674
0.5, 675
0.5, 676
0.5, 677
0.5, 678
0.5, 679
0.5, 680
0.5, 681
0.5, 682
0.5, 683
0.5, 684
0.51, 685
0.51, 686
0.51, 687
0.51, 688
0.51, 689
0.51, 690
0.51, 691
0.52, 692
0.52, 693
0.52, 694
0.52, 695
0.52, 696
0.52, 697
0.52, 698
0.52, 699
0.52, 700
0.52, 701
0.52, 702
0.52, 703
0.52, 704
0.52, 705
0.52, 706
0.52, 707
0.53, 708
0.53, 709
0.53, 710
0.53, 711
0.53, 712
0.53, 713
0.53, 714
0.53, 715
0.53, 716
0.53, 717
0.53, 718
0.53, 719
0.53, 720
0.53, 721
0.53, 722
0.53, 723
0.53, 724
0.53, 725
0.53, 726
0.53, 727
0.53, 728
0.53, 729
0.53, 730
0.53, 731
0.53, 732
0.54, 733
0.54, 734
0.54, 735
0.54, 736
0.54, 737
0.54, 738
0.54, 739
0.54, 740
0.54, 741
0.54, 742
0.54, 743
0.54, 744
0.54, 745
0.54, 746
0.54, 747
0.54, 748
0.54, 749
0.54, 750
0.54, 751
0.54, 752
0.54, 753
0.54, 754
0.54, 755
0.54, 756
0.54, 757
0.55, 758
0.55, 759
0.55, 760
0.55, 761
0.55, 762
0.55, 763
0.55, 764
0.55, 765
0.55, 766
0.55, 767
0.55, 768
0.55, 769
0.55, 770
0.55, 771
0.55, 772
0.56, 773
0.56, 774
0.56, 775
0.56, 776
0.56, 777
0.56, 778
0.56, 779
0.56, 780
0.56, 781
0.56, 782
0.56, 783
0.56, 784
0.56, 785
0.56, 786
0.56, 787
0.56, 788
0.56, 789
0.56, 790
0.56, 791
0.56, 792
0.56, 793
0.56, 794
0.56, 795
0.56, 796
0.56, 797
0.56, 798
0.56, 799
0.56, 800
0.56, 801
0.56, 802
0.56, 803
0.56, 804
0.56, 805
0.56, 806
0.56, 807
0.56, 808
0.56, 809
0.56, 810
0.56, 811
0.56, 812
0.56, 813
0.56, 814
0.56, 815
0.56, 816
0.56, 817
0.56, 818
0.56, 819
0.56, 820
0.56, 821
0.56, 822
0.56, 823
0.56, 824
0.56, 825
0.56, 826
0.56, 827
0.56, 828
0.56, 829
0.56, 830
0.56, 831
0.56, 832
0.56, 833
0.56, 834
0.56, 835
0.56, 836
0.56, 837
0.56, 838
0.56, 839
0.56, 840
0.56, 841
0.56, 842
0.56, 843
0.56, 844
0.56, 845
0.56, 846
0.56, 847
0.56, 848
0.56, 849
0.56, 850
0.56, 851
0.56, 852
0.56, 853
0.56, 854
0.56, 855
0.56, 856
0.56, 857
0.56, 858
0.56, 859
0.56, 860
0.56, 861
0.56, 862
0.56, 863
0.56, 864
0.56, 865
0.56, 866
0.56, 867
0.56, 868
0.56, 869
0.56, 870
0.56, 871
0.56, 872
0.56, 873
0.56, 874
0.56, 875
0.56, 876
0.56, 877
0.56, 878
0.56, 879
0.56, 880
0.56, 881
0.56, 882
0.56, 883
0.56, 884
0.56, 885
0.56, 886
0.56, 887
0.56, 888
0.56, 889
0.56, 890
0.56, 891
0.56, 892
0.56, 893
0.56, 894
0.56, 895
0.56, 896
0.56, 897
0.56, 898
0.56, 899
0.56, 900
0.56, 901
0.56, 902
0.56, 903
0.56, 904
0.56, 905
0.56, 906
0.56, 907
0.56, 908
0.56, 909
0.56, 910
0.56, 911
0.56, 912
0.56, 913
0.56, 914
0.56, 915
0.56, 916
0.56, 917
0.56, 918
0.56, 919
0.56, 920
0.56, 921
0.56, 922
0.56, 923
0.56, 924
0.56, 925
0.56, 926
0.57, 927
0.57, 928
0.57, 929
0.57, 930
0.57, 931
0.57, 932
0.57, 933
0.57, 934
0.57, 935
0.57, 936
0.57, 937
0.57, 938
0.57, 939
0.57, 940
0.57, 941
0.57, 942
0.57, 943
0.57, 944
0.57, 945
0.57, 946
0.57, 947
0.57, 948
0.57, 949
0.57, 950
0.57, 951
0.57, 952
0.57, 953
0.58, 954
0.58, 955
0.58, 956
0.58, 957
0.58, 958
0.58, 959
0.58, 960
0.58, 961
0.58, 962
0.58, 963
0.58, 964
0.58, 965
0.58, 966
0.58, 967
0.58, 968
0.58, 969
0.58, 970
0.58, 971
0.58, 972
0.58, 973
0.58, 974
0.58, 975
0.58, 976
0.58, 977
0.58, 978
0.58, 979
0.58, 980
0.58, 981
0.58, 982
0.58, 983
0.58, 984
0.58, 985
0.58, 986
0.58, 987
0.58, 988
0.58, 989
0.58, 990
0.58, 991
0.58, 992
0.58, 993
0.58, 994
0.58, 995
0.58, 996
0.58, 997
0.58, 998
0.58, 999
0.58, 1000
0.58, 1001
0.58, 1002
0.58, 1003
0.58, 1004
0.58, 1005
0.58, 1006
0.58, 1007
0.58, 1008
0.58, 1009
0.58, 1010
0.58, 1011
0.58, 1012
0.58, 1013
0.58, 1014
0.58, 1015
0.58, 1016
0.58, 1017
0.58, 1018
0.58, 1019
0.58, 1020
0.58, 1021
0.58, 1022
0.58, 1023
0.58, 1024
0.58, 1025
0.58, 1026
0.58, 1027
0.58, 1028
0.58, 1029
0.58, 1030
0.58, 1031
0.58, 1032
0.58, 1033
0.58, 1034
0.58, 1035
0.58, 1036
0.58, 1037
0.58, 1038
0.58, 1039
0.58, 1040
0.58, 1041
0.58, 1042
0.58, 1043
0.58, 1044
0.58, 1045
0.58, 1046
0.58, 1047
0.58, 1048
0.58, 1049
0.58, 1050
0.58, 1051
0.58, 1052
0.58, 1053
0.58, 1054
0.58, 1055
0.58, 1056
0.58, 1057
0.58, 1058
0.58, 1059
0.58, 1060
0.58, 1061
0.58, 1062
0.58, 1063
0.58, 1064
0.58, 1065
0.58, 1066
0.58, 1067
0.58, 1068
0.58, 1069
0.58, 1070
0.58, 1071
0.58, 1072
0.58, 1073
0.58, 1074
0.58, 1075
0.58, 1076
0.58, 1077
0.58, 1078
0.58, 1079
0.58, 1080
0.58, 1081
0.58, 1082
0.58, 1083
0.58, 1084
0.58, 1085
0.58, 1086
0.58, 1087
0.58, 1088
0.58, 1089
0.58, 1090
0.58, 1091
0.58, 1092
0.58, 1093
0.58, 1094
0.58, 1095
0.58, 1096
0.58, 1097
0.58, 1098
0.58, 1099
0.58, 1100
0.58, 1101
0.58, 1102
0.58, 1103
0.58, 1104
0.58, 1105
0.58, 1106
0.58, 1107
0.58, 1108
0.58, 1109
0.58, 1110
0.58, 1111
0.58, 1112
0.58, 1113
0.58, 1114
0.58, 1115
0.58, 1116
0.58, 1117
0.58, 1118
0.58, 1119
0.58, 1120
0.58, 1121
0.58, 1122
0.58, 1123
0.58, 1124
0.58, 1125
0.58, 1126
0.58, 1127
0.58, 1128
0.58, 1129
0.58, 1130
0.58, 1131
0.58, 1132
0.58, 1133
0.58, 1134
0.58, 1135
0.58, 1136
0.58, 1137
0.58, 1138
0.58, 1139
0.58, 1140
0.58, 1141
0.58, 1142
0.58, 1143
0.58, 1144
0.58, 1145
0.58, 1146
0.58, 1147
0.58, 1148
0.58, 1149
0.58, 1150
0.58, 1151
0.58, 1152
0.58, 1153
0.58, 1154
0.58, 1155
0.58, 1156
0.58, 1157
0.58, 1158
0.58, 1159
0.58, 1160
0.58, 1161
0.58, 1162
0.58, 1163
0.58, 1164
0.58, 1165
0.58, 1166
0.58, 1167
0.58, 1168
0.58, 1169
0.58, 1170
0.58, 1171
0.58, 1172
0.58, 1173
0.58, 1174
0.58, 1175
0.58, 1176
0.58, 1177
0.58, 1178
0.58, 1179
0.58, 1180
0.58, 1181
0.58, 1182
0.58, 1183
0.58, 1184
0.58, 1185
0.58, 1186
0.58, 1187
0.58, 1188
0.58, 1189
0.58, 1190
0.58, 1191
0.58, 1192
0.58, 1193
0.58, 1194
0.58, 1195
0.58, 1196
0.58, 1197
0.58, 1198
0.58, 1199
0.58, 1200
0.58, 1201
0.58, 1202
0.58, 1203
0.58, 1204
0.58, 1205
0.58, 1206
0.58, 1207
0.58, 1208
0.58, 1209
0.58, 1210
0.58, 1211
0.58, 1212
0.58, 1213
0.58, 1214
0.58, 1215
0.58, 1216
0.58, 1217
0.58, 1218
0.58, 1219
0.58, 1220
0.58, 1221
0.58, 1222
0.58, 1223
0.58, 1224
0.58, 1225
0.58, 1226
0.58, 1227
0.58, 1228
0.58, 1229
0.58, 1230
0.58, 1231
0.58, 1232
0.58, 1233
0.58, 1234
0.58, 1235
0.58, 1236
0.58, 1237
0.58, 1238
0.58, 1239
0.58, 1240
0.58, 1241
0.58, 1242
0.58, 1243
0.58, 1244
0.58, 1245
0.58, 1246
0.58, 1247
0.58, 1248
0.58, 1249
0.58, 1250
0.58, 1251
0.58, 1252
0.58, 1253
0.58, 1254
0.58, 1255
0.58, 1256
0.58, 1257
0.58, 1258
0.58, 1259
0.58, 1260
0.58, 1261
0.58, 1262
0.58, 1263
0.58, 1264
0.58, 1265
0.58, 1266
0.58, 1267
0.58, 1268
0.58, 1269
0.58, 1270
0.58, 1271
0.58, 1272
0.58, 1273
0.58, 1274
0.58, 1275
0.58, 1276
0.58, 1277
0.58, 1278
0.58, 1279
0.58, 1280
0.58, 1281
0.58, 1282
0.58, 1283
0.58, 1284
0.58, 1285
0.58, 1286
0.58, 1287
0.58, 1288
0.58, 1289
0.58, 1290
0.58, 1291
0.58, 1292
0.58, 1293
0.58, 1294
0.58, 1295
0.58, 1296
0.58, 1297
0.58, 1298
0.58, 1299
0.58, 1300
0.58, 1301
0.58, 1302
0.58, 1303
0.58, 1304
0.58, 1305
0.58, 1306
0.58, 1307
0.58, 1308
0.58, 1309
0.58, 1310
0.58, 1311
0.58, 1312
0.58, 1313
0.58, 1314
0.58, 1315
0.58, 1316
0.58, 1317
0.58, 1318
0.58, 1319
0.58, 1320
0.58, 1321
0.58, 1322
0.58, 1323
0.58, 1324
0.58, 1325
0.58, 1326
0.58, 1327
0.58, 1328
0.58, 1329
0.58, 1330
0.58, 1331
0.58, 1332
0.58, 1333
0.58, 1334
0.58, 1335
0.58, 1336
0.58, 1337
0.58, 1338
0.58, 1339
0.58, 1340
0.58, 1341
0.58, 1342
0.58, 1343
0.58, 1344
0.58, 1345
0.58, 1346
0.58, 1347
0.58, 1348
0.58, 1349
0.58, 1350
0.58, 1351
0.58, 1352
0.58, 1353
0.58, 1354
0.58, 1355
0.58, 1356
0.58, 1357
0.58, 1358
0.58, 1359
0.58, 1360
0.58, 1361
0.58, 1362
0.58, 1363
0.58, 1364
0.58, 1365
0.58, 1366
0.58, 1367
0.58, 1368
0.58, 1369
0.58, 1370
0.58, 1371
0.58, 1372
0.58, 1373
0.58, 1374
0.58, 1375
0.58, 1376
0.58, 1377
0.58, 1378
0.58, 1379
0.58, 1380
0.58, 1381
0.58, 1382
0.58, 1383
0.58, 1384
0.58, 1385
0.58, 1386
0.58, 1387
0.58, 1388
0.58, 1389
0.58, 1390
0.58, 1391
0.58, 1392
0.58, 1393
0.58, 1394
0.58, 1395
0.58, 1396
0.58, 1397
0.58, 1398
0.58, 1399
0.58, 1400
0.58, 1401
0.58, 1402
0.58, 1403
0.58, 1404
0.58, 1405
0.58, 1406
0.58, 1407
0.58, 1408
0.58, 1409
0.58, 1410
0.58, 1411
0.58, 1412
0.58, 1413
0.58, 1414
0.58, 1415
0.58, 1416
0.58, 1417
0.58, 1418
0.58, 1419
0.58, 1420
0.58, 1421
0.58, 1422
0.58, 1423
0.58, 1424
0.58, 1425
0.58, 1426
0.58, 1427
0.58, 1428
0.58, 1429
0.58, 1430
0.58, 1431
0.58, 1432
0.58, 1433
0.58, 1434
0.58, 1435
0.58, 1436
0.58, 1437
0.58, 1438
0.58, 1439
0.58, 1440
0.58, 1441
0.58, 1442
0.58, 1443
0.58, 1444
0.58, 1445
0.58, 1446
0.58, 1447
0.58, 1448
0.58, 1449
0.58, 1450
0.58, 1451
0.58, 1452
0.58, 1453
0.58, 1454
0.58, 1455
0.58, 1456
0.58, 1457
0.58, 1458
0.58, 1459
0.58, 1460
0.58, 1461
0.58, 1462
0.58, 1463
0.58, 1464
0.58, 1465
0.58, 1466
0.58, 1467
0.58, 1468
0.58, 1469
0.58, 1470
0.58, 1471
0.58, 1472
0.58, 1473
0.58, 1474
0.58, 1475
0.58, 1476
0.58, 1477
0.58, 1478
0.58, 1479
0.58, 1480
0.58, 1481
0.58, 1482
0.58, 1483
0.59, 1484
0.59, 1485
0.59, 1486
0.59, 1487
0.59, 1488
0.59, 1489
0.59, 1490
0.59, 1491
0.59, 1492
0.59, 1493
0.59, 1494
0.59, 1495
0.59, 1496
0.59, 1497
0.59, 1498
0.59, 1499
0.59, 1500
0.59, 1501
0.59, 1502
0.59, 1503
0.6, 1504
0.6, 1505
0.6, 1506
0.6, 1507
0.6, 1508
0.6, 1509
0.6, 1510
0.6, 1511
0.6, 1512
0.6, 1513
0.6, 1514
0.6, 1515
0.6, 1516
0.6, 1517
0.6, 1518
0.6, 1519
0.6, 1520
0.6, 1521
0.6, 1522
0.6, 1523
0.6, 1524
0.6, 1525
0.6, 1526
0.6, 1527
0.6, 1528
0.6, 1529
0.6, 1530
0.6, 1531
0.6, 1532
0.6, 1533
0.6, 1534
0.6, 1535
0.6, 1536
0.6, 1537
0.6, 1538
0.6, 1539
0.6, 1540
0.6, 1541
0.6, 1542
0.6, 1543
0.6, 1544
0.6, 1545
0.6, 1546
0.6, 1547
0.6, 1548
0.6, 1549
0.6, 1550
0.6, 1551
0.6, 1552
0.6, 1553
0.6, 1554
0.6, 1555
0.6, 1556
0.6, 1557
0.6, 1558
0.6, 1559
0.6, 1560
0.6, 1561
0.6, 1562
0.6, 1563
0.6, 1564
0.6, 1565
0.6, 1566
0.6, 1567
0.6, 1568
0.6, 1569
0.6, 1570
0.6, 1571
0.6, 1572
0.6, 1573
0.6, 1574
0.6, 1575
0.6, 1576
0.6, 1577
0.6, 1578
0.6, 1579
0.6, 1580
0.6, 1581
0.6, 1582
0.6, 1583
0.6, 1584
0.6, 1585
0.6, 1586
0.6, 1587
0.6, 1588
0.6, 1589
0.6, 1590
0.6, 1591
0.6, 1592
0.6, 1593
0.6, 1594
0.6, 1595
0.6, 1596
0.6, 1597
0.6, 1598
0.6, 1599
0.6, 1600
0.6, 1601
0.6, 1602
0.6, 1603
0.6, 1604
0.6, 1605
0.6, 1606
0.6, 1607
0.6, 1608
0.6, 1609
0.6, 1610
0.6, 1611
0.6, 1612
0.6, 1613
0.6, 1614
0.6, 1615
0.6, 1616
0.6, 1617
0.6, 1618
0.6, 1619
0.6, 1620
0.6, 1621
0.6, 1622
0.6, 1623
0.6, 1624
0.6, 1625
0.6, 1626
0.6, 1627
0.6, 1628
0.6, 1629
0.6, 1630
0.6, 1631
0.6, 1632
0.6, 1633
0.6, 1634
0.6, 1635
0.6, 1636
0.6, 1637
0.6, 1638
0.6, 1639
0.6, 1640
0.6, 1641
0.6, 1642
0.6, 1643
0.6, 1644
0.6, 1645
0.6, 1646
0.6, 1647
0.6, 1648
0.6, 1649
0.6, 1650
0.6, 1651
0.6, 1652
0.6, 1653
0.6, 1654
0.6, 1655
0.6, 1656
0.6, 1657
0.6, 1658
0.6, 1659
0.6, 1660
0.6, 1661
0.6, 1662
0.6, 1663
0.6, 1664
0.6, 1665
0.6, 1666
0.6, 1667
0.6, 1668
0.6, 1669
0.6, 1670
0.6, 1671
0.6, 1672
0.6, 1673
0.6, 1674
0.6, 1675
0.6, 1676
0.6, 1677
0.6, 1678
0.6, 1679
0.6, 1680
0.6, 1681
0.6, 1682
0.6, 1683
0.6, 1684
0.6, 1685
0.6, 1686
0.6, 1687
0.6, 1688
0.6, 1689
0.6, 1690
0.6, 1691
0.6, 1692
0.6, 1693
0.6, 1694
0.6, 1695
0.6, 1696
0.6, 1697
0.6, 1698
0.6, 1699
0.6, 1700
0.6, 1701
0.6, 1702
0.6, 1703
0.6, 1704
0.6, 1705
0.6, 1706
0.6, 1707
0.6, 1708
0.6, 1709
0.6, 1710
0.6, 1711
0.6, 1712
0.6, 1713
0.6, 1714
0.6, 1715
0.6, 1716
0.6, 1717
0.6, 1718
0.6, 1719
0.6, 1720
0.6, 1721
0.6, 1722
0.6, 1723
0.6, 1724
0.6, 1725
0.6, 1726
0.6, 1727
0.6, 1728
0.6, 1729
0.6, 1730
0.6, 1731
0.6, 1732
0.6, 1733
0.6, 1734
0.6, 1735
0.6, 1736
0.6, 1737
0.6, 1738
0.6, 1739
0.6, 1740
0.6, 1741
0.6, 1742
0.6, 1743
0.6, 1744
0.6, 1745
0.6, 1746
0.6, 1747
0.6, 1748
0.6, 1749
0.6, 1750
0.6, 1751
0.6, 1752
0.6, 1753
0.6, 1754
0.6, 1755
0.6, 1756
0.6, 1757
0.6, 1758
0.6, 1759
0.6, 1760
0.6, 1761
0.6, 1762
0.6, 1763
0.6, 1764
0.6, 1765
0.6, 1766
0.6, 1767
0.6, 1768
0.6, 1769
0.6, 1770
0.6, 1771
0.6, 1772
0.6, 1773
0.6, 1774
0.6, 1775
0.6, 1776
0.6, 1777
0.6, 1778
0.6, 1779
0.6, 1780
0.6, 1781
0.6, 1782
0.6, 1783
0.6, 1784
0.6, 1785
0.6, 1786
0.6, 1787
0.6, 1788
0.6, 1789
0.6, 1790
0.6, 1791
0.6, 1792
0.6, 1793
0.6, 1794
0.6, 1795
0.6, 1796
0.6, 1797
0.6, 1798
0.6, 1799
0.6, 1800
0.6, 1801
0.6, 1802
0.6, 1803
0.6, 1804
0.6, 1805
0.6, 1806
0.6, 1807
0.6, 1808
0.6, 1809
0.6, 1810
0.6, 1811
0.6, 1812
0.6, 1813
0.6, 1814
0.6, 1815
0.6, 1816
0.6, 1817
0.6, 1818
0.6, 1819
0.6, 1820
0.6, 1821
0.6, 1822
0.6, 1823
0.6, 1824
0.6, 1825
0.6, 1826
0.6, 1827
0.6, 1828
0.6, 1829
0.6, 1830
0.6, 1831
0.6, 1832
0.6, 1833
0.6, 1834
0.6, 1835
0.6, 1836
0.6, 1837
0.6, 1838
0.6, 1839
0.6, 1840
0.6, 1841
0.6, 1842
0.6, 1843
0.6, 1844
0.6, 1845
0.6, 1846
0.6, 1847
0.6, 1848
0.6, 1849
0.6, 1850
0.6, 1851
0.6, 1852
0.6, 1853
0.6, 1854
0.6, 1855
0.6, 1856
0.6, 1857
0.6, 1858
0.6, 1859
0.6, 1860
0.6, 1861
0.6, 1862
0.6, 1863
0.6, 1864
0.6, 1865
0.6, 1866
0.6, 1867
0.6, 1868
0.6, 1869
0.6, 1870
0.6, 1871
0.6, 1872
0.6, 1873
0.6, 1874
0.6, 1875
0.6, 1876
0.6, 1877
0.6, 1878
0.6, 1879
0.6, 1880
0.6, 1881
0.6, 1882
0.6, 1883
0.6, 1884
0.6, 1885
0.6, 1886
0.6, 1887
0.6, 1888
0.6, 1889
0.6, 1890
0.6, 1891
0.6, 1892
0.6, 1893
0.6, 1894
0.6, 1895
0.6, 1896
0.6, 1897
0.6, 1898
0.6, 1899
0.6, 1900
0.6, 1901
0.6, 1902
0.6, 1903
0.6, 1904
0.6, 1905
0.6, 1906
