Evacuation Rate, Time
0.1, 342
0.1, 343
0.1, 344
0.1, 345
0.1, 346
0.1, 347
0.1, 348
0.1, 349
0.1, 350
0.11, 351
0.11, 352
0.11, 353
0.11, 354
0.11, 355
0.11, 356
0.11, 357
0.11, 358
0.11, 359
0.11, 360
0.12, 361
0.12, 362
0.12, 363
0.12, 364
0.12, 365
0.12, 366
0.13, 367
0.13, 368
0.13, 369
0.13, 370
0.13, 371
0.13, 372
0.13, 373
0.13, 374
0.13, 375
0.13, 376
0.13, 377
0.13, 378
0.13, 379
0.15, 380
0.15, 381
0.15, 382
0.15, 383
0.15, 384
0.15, 385
0.15, 386
0.15, 387
0.15, 388
0.15, 389
0.15, 390
0.15, 391
0.15, 392
0.15, 393
0.15, 394
0.15, 395
0.15, 396
0.15, 397
0.15, 398
0.15, 399
0.15, 400
0.15, 401
0.16, 402
0.16, 403
0.17, 404
0.17, 405
0.17, 406
0.17, 407
0.17, 408
0.17, 409
0.17, 410
0.17, 411
0.17, 412
0.17, 413
0.17, 414
0.17, 415
0.17, 416
0.17, 417
0.18, 418
0.18, 419
0.18, 420
0.18, 421
0.18, 422
0.19, 423
0.19, 424
0.19, 425
0.19, 426
0.19, 427
0.19, 428
0.19, 429
0.2, 430
0.2, 431
0.2, 432
0.2, 433
0.2, 434
0.2, 435
0.2, 436
0.2, 437
0.2, 438
0.2, 439
0.2, 440
0.2, 441
0.2, 442
0.2, 443
0.2, 444
0.2, 445
0.21, 446
0.21, 447
0.21, 448
0.21, 449
0.21, 450
0.21, 451
0.21, 452
0.21, 453
0.21, 454
0.21, 455
0.22, 456
0.22, 457
0.22, 458
0.22, 459
0.22, 460
0.22, 461
0.22, 462
0.22, 463
0.22, 464
0.22, 465
0.23, 466
0.23, 467
0.24, 468
0.24, 469
0.24, 470
0.24, 471
0.24, 472
0.24, 473
0.24, 474
0.24, 475
0.24, 476
0.24, 477
0.24, 478
0.24, 479
0.24, 480
0.24, 481
0.24, 482
0.25, 483
0.25, 484
0.25, 485
0.26, 486
0.26, 487
0.26, 488
0.26, 489
0.26, 490
0.26, 491
0.26, 492
0.26, 493
0.26, 494
0.26, 495
0.26, 496
0.26, 497
0.26, 498
0.26, 499
0.26, 500
0.27, 501
0.27, 502
0.27, 503
0.27, 504
0.27, 505
0.27, 506
0.28, 507
0.28, 508
0.28, 509
0.28, 510
0.28, 511
0.28, 512
0.28, 513
0.28, 514
0.28, 515
0.28, 516
0.28, 517
0.28, 518
0.28, 519
0.29, 520
0.29, 521
0.29, 522
0.29, 523
0.29, 524
0.29, 525
0.29, 526
0.29, 527
0.29, 528
0.29, 529
0.29, 530
0.3, 531
0.3, 532
0.3, 533
0.3, 534
0.3, 535
0.3, 536
0.31, 537
0.31, 538
0.31, 539
0.31, 540
0.31, 541
0.31, 542
0.31, 543
0.32, 544
0.32, 545
0.32, 546
0.32, 547
0.32, 548
0.32, 549
0.32, 550
0.32, 551
0.32, 552
0.32, 553
0.32, 554
0.33, 555
0.33, 556
0.33, 557
0.33, 558
0.33, 559
0.33, 560
0.33, 561
0.33, 562
0.33, 563
0.34, 564
0.34, 565
0.34, 566
0.34, 567
0.34, 568
0.34, 569
0.34, 570
0.34, 571
0.34, 572
0.34, 573
0.34, 574
0.34, 575
0.34, 576
0.34, 577
0.34, 578
0.34, 579
0.34, 580
0.35, 581
0.35, 582
0.35, 583
0.35, 584
0.35, 585
0.36, 586
0.36, 587
0.36, 588
0.36, 589
0.36, 590
0.36, 591
0.36, 592
0.36, 593
0.36, 594
0.36, 595
0.36, 596
0.36, 597
0.36, 598
0.36, 599
0.36, 600
0.36, 601
0.36, 602
0.36, 603
0.36, 604
0.36, 605
0.37, 606
0.37, 607
0.37, 608
0.37, 609
0.39, 610
0.39, 611
0.39, 612
0.39, 613
0.39, 614
0.39, 615
0.39, 616
0.39, 617
0.39, 618
0.39, 619
0.39, 620
0.39, 621
0.39, 622
0.39, 623
0.39, 624
0.39, 625
0.39, 626
0.39, 627
0.39, 628
0.39, 629
0.39, 630
0.39, 631
0.39, 632
0.4, 633
0.4, 634
0.4, 635
0.4, 636
0.4, 637
0.4, 638
0.4, 639
0.4, 640
0.4, 641
0.41, 642
0.41, 643
0.41, 644
0.41, 645
0.41, 646
0.41, 647
0.41, 648
0.41, 649
0.41, 650
0.41, 651
0.41, 652
0.41, 653
0.41, 654
0.41, 655
0.41, 656
0.42, 657
0.42, 658
0.42, 659
0.42, 660
0.42, 661
0.42, 662
0.43, 663
0.43, 664
0.43, 665
0.43, 666
0.43, 667
0.43, 668
0.43, 669
0.44, 670
0.44, 671
0.44, 672
0.44, 673
0.44, 674
0.44, 675
0.44, 676
0.44, 677
0.44, 678
0.44, 679
0.44, 680
0.45, 681
0.45, 682
0.45, 683
0.45, 684
0.45, 685
0.45, 686
0.45, 687
0.45, 688
0.45, 689
0.45, 690
0.45, 691
0.45, 692
0.45, 693
0.45, 694
0.45, 695
0.46, 696
0.46, 697
0.46, 698
0.46, 699
0.46, 700
0.46, 701
0.46, 702
0.46, 703
0.46, 704
0.46, 705
0.46, 706
0.46, 707
0.47, 708
0.47, 709
0.47, 710
0.47, 711
0.47, 712
0.47, 713
0.47, 714
0.48, 715
0.48, 716
0.48, 717
0.48, 718
0.49, 719
0.49, 720
0.49, 721
0.49, 722
0.49, 723
0.49, 724
0.49, 725
0.49, 726
0.49, 727
0.49, 728
0.49, 729
0.49, 730
0.49, 731
0.49, 732
0.49, 733
0.49, 734
0.49, 735
0.49, 736
0.49, 737
0.49, 738
0.5, 739
0.5, 740
0.5, 741
0.5, 742
0.5, 743
0.5, 744
0.5, 745
0.5, 746
0.5, 747
0.5, 748
0.5, 749
0.5, 750
0.5, 751
0.5, 752
0.5, 753
0.5, 754
0.5, 755
0.5, 756
0.5, 757
0.5, 758
0.5, 759
0.5, 760
0.5, 761
0.5, 762
0.5, 763
0.51, 764
0.51, 765
0.51, 766
0.51, 767
0.51, 768
0.51, 769
0.51, 770
0.51, 771
0.51, 772
0.51, 773
0.52, 774
0.52, 775
0.52, 776
0.52, 777
0.52, 778
0.52, 779
0.52, 780
0.52, 781
0.52, 782
0.52, 783
0.52, 784
0.52, 785
0.52, 786
0.52, 787
0.52, 788
0.52, 789
0.52, 790
0.52, 791
0.52, 792
0.52, 793
0.52, 794
0.52, 795
0.52, 796
0.52, 797
0.52, 798
0.52, 799
0.53, 800
0.53, 801
0.53, 802
0.53, 803
0.53, 804
0.53, 805
0.53, 806
0.53, 807
0.54, 808
0.54, 809
0.54, 810
0.54, 811
0.54, 812
0.54, 813
0.54, 814
0.54, 815
0.54, 816
0.54, 817
0.54, 818
0.54, 819
0.54, 820
0.54, 821
0.54, 822
0.54, 823
0.54, 824
0.54, 825
0.54, 826
0.54, 827
0.55, 828
0.55, 829
0.55, 830
0.55, 831
0.55, 832
0.55, 833
0.55, 834
0.55, 835
0.55, 836
0.55, 837
0.55, 838
0.55, 839
0.55, 840
0.55, 841
0.55, 842
0.55, 843
0.55, 844
0.55, 845
0.55, 846
0.55, 847
0.55, 848
0.55, 849
0.55, 850
0.55, 851
0.55, 852
0.55, 853
0.55, 854
0.55, 855
0.56, 856
0.56, 857
0.56, 858
0.56, 859
0.56, 860
0.56, 861
0.56, 862
0.56, 863
0.56, 864
0.56, 865
0.56, 866
0.56, 867
0.56, 868
0.56, 869
0.56, 870
0.56, 871
0.56, 872
0.56, 873
0.56, 874
0.56, 875
0.57, 876
0.57, 877
0.57, 878
0.57, 879
0.57, 880
0.57, 881
0.57, 882
0.57, 883
0.57, 884
0.57, 885
0.57, 886
0.57, 887
0.57, 888
0.57, 889
0.57, 890
0.57, 891
0.57, 892
0.57, 893
0.57, 894
0.57, 895
0.57, 896
0.57, 897
0.57, 898
0.58, 899
0.58, 900
0.58, 901
0.58, 902
0.58, 903
0.58, 904
0.58, 905
0.58, 906
0.58, 907
0.58, 908
0.58, 909
0.58, 910
0.58, 911
0.58, 912
0.58, 913
0.58, 914
0.58, 915
0.58, 916
0.58, 917
0.58, 918
0.58, 919
0.58, 920
0.58, 921
0.58, 922
0.58, 923
0.58, 924
0.58, 925
0.58, 926
0.58, 927
0.58, 928
0.58, 929
0.58, 930
0.58, 931
0.58, 932
0.58, 933
0.58, 934
0.58, 935
0.58, 936
0.58, 937
0.58, 938
0.58, 939
0.58, 940
0.58, 941
0.58, 942
0.58, 943
0.58, 944
0.58, 945
0.58, 946
0.58, 947
0.59, 948
0.59, 949
0.59, 950
0.59, 951
0.59, 952
0.59, 953
0.59, 954
0.59, 955
0.59, 956
0.59, 957
0.59, 958
0.59, 959
0.59, 960
0.59, 961
0.59, 962
0.59, 963
0.59, 964
0.59, 965
0.59, 966
0.59, 967
0.59, 968
0.59, 969
0.59, 970
0.59, 971
0.59, 972
0.59, 973
0.59, 974
0.59, 975
0.6, 976
0.6, 977
0.6, 978
0.6, 979
0.6, 980
0.6, 981
0.6, 982
0.6, 983
0.6, 984
0.6, 985
0.6, 986
0.6, 987
0.6, 988
0.6, 989
0.6, 990
0.6, 991
0.6, 992
0.6, 993
0.6, 994
0.6, 995
0.6, 996
0.6, 997
0.6, 998
0.6, 999
0.6, 1000
0.6, 1001
0.6, 1002
0.6, 1003
0.6, 1004
0.6, 1005
0.6, 1006
0.6, 1007
0.6, 1008
0.6, 1009
0.6, 1010
0.6, 1011
0.6, 1012
0.6, 1013
0.6, 1014
0.6, 1015
0.6, 1016
0.6, 1017
0.6, 1018
0.6, 1019
0.6, 1020
0.6, 1021
0.6, 1022
0.6, 1023
0.6, 1024
0.6, 1025
0.6, 1026
0.6, 1027
0.6, 1028
0.6, 1029
0.6, 1030
0.6, 1031
0.6, 1032
0.6, 1033
0.6, 1034
0.6, 1035
0.6, 1036
0.6, 1037
0.6, 1038
0.6, 1039
0.6, 1040
0.6, 1041
0.6, 1042
0.6, 1043
0.6, 1044
0.6, 1045
0.6, 1046
0.6, 1047
0.6, 1048
0.6, 1049
0.6, 1050
0.6, 1051
0.6, 1052
0.6, 1053
0.6, 1054
0.6, 1055
0.6, 1056
0.6, 1057
0.6, 1058
0.6, 1059
0.6, 1060
0.6, 1061
0.6, 1062
0.6, 1063
0.6, 1064
0.6, 1065
0.6, 1066
0.6, 1067
0.6, 1068
0.6, 1069
0.6, 1070
0.6, 1071
0.6, 1072
0.6, 1073
0.6, 1074
0.6, 1075
0.6, 1076
0.6, 1077
0.6, 1078
0.6, 1079
0.6, 1080
0.6, 1081
0.6, 1082
0.6, 1083
0.6, 1084
0.6, 1085
0.6, 1086
0.6, 1087
0.6, 1088
0.6, 1089
0.6, 1090
0.6, 1091
0.6, 1092
0.6, 1093
0.6, 1094
0.6, 1095
0.6, 1096
0.6, 1097
0.6, 1098
0.6, 1099
0.6, 1100
0.6, 1101
0.6, 1102
0.6, 1103
0.6, 1104
0.6, 1105
0.6, 1106
0.6, 1107
0.6, 1108
0.6, 1109
0.6, 1110
0.6, 1111
0.6, 1112
0.6, 1113
0.6, 1114
0.6, 1115
0.6, 1116
0.6, 1117
0.6, 1118
0.6, 1119
0.6, 1120
0.6, 1121
0.6, 1122
0.6, 1123
0.6, 1124
0.6, 1125
0.6, 1126
0.6, 1127
0.6, 1128
0.6, 1129
0.6, 1130
0.6, 1131
0.6, 1132
0.6, 1133
0.6, 1134
0.6, 1135
0.6, 1136
0.6, 1137
0.6, 1138
0.6, 1139
0.6, 1140
0.6, 1141
0.6, 1142
0.6, 1143
0.6, 1144
0.6, 1145
0.6, 1146
0.6, 1147
0.6, 1148
0.6, 1149
0.6, 1150
0.6, 1151
0.6, 1152
0.6, 1153
0.6, 1154
0.6, 1155
0.6, 1156
0.6, 1157
0.6, 1158
0.6, 1159
0.6, 1160
0.6, 1161
0.6, 1162
0.6, 1163
0.6, 1164
0.6, 1165
0.6, 1166
0.6, 1167
0.6, 1168
0.6, 1169
0.6, 1170
0.6, 1171
0.6, 1172
0.6, 1173
0.6, 1174
0.6, 1175
0.6, 1176
0.6, 1177
0.6, 1178
0.6, 1179
0.6, 1180
0.6, 1181
0.6, 1182
0.6, 1183
0.6, 1184
0.6, 1185
0.6, 1186
0.6, 1187
0.6, 1188
0.6, 1189
0.6, 1190
0.6, 1191
0.6, 1192
0.6, 1193
0.6, 1194
0.6, 1195
0.6, 1196
0.6, 1197
0.6, 1198
0.6, 1199
0.6, 1200
0.6, 1201
0.6, 1202
0.6, 1203
0.6, 1204
0.6, 1205
0.6, 1206
0.6, 1207
0.6, 1208
0.6, 1209
0.6, 1210
0.6, 1211
0.6, 1212
0.6, 1213
0.6, 1214
0.6, 1215
0.6, 1216
0.6, 1217
0.6, 1218
0.6, 1219
0.6, 1220
0.6, 1221
0.6, 1222
0.6, 1223
0.6, 1224
0.6, 1225
0.6, 1226
0.6, 1227
0.6, 1228
0.6, 1229
0.6, 1230
0.6, 1231
0.6, 1232
0.6, 1233
0.6, 1234
0.6, 1235
0.6, 1236
0.6, 1237
0.6, 1238
0.6, 1239
0.6, 1240
0.6, 1241
0.6, 1242
0.6, 1243
0.6, 1244
0.6, 1245
0.6, 1246
0.6, 1247
0.6, 1248
0.6, 1249
0.6, 1250
0.6, 1251
0.6, 1252
0.6, 1253
0.6, 1254
0.6, 1255
0.6, 1256
0.6, 1257
0.6, 1258
0.6, 1259
0.6, 1260
0.6, 1261
0.6, 1262
0.6, 1263
0.6, 1264
0.6, 1265
0.6, 1266
0.6, 1267
0.6, 1268
0.6, 1269
0.6, 1270
0.6, 1271
0.6, 1272
0.6, 1273
0.6, 1274
0.6, 1275
0.6, 1276
0.6, 1277
0.6, 1278
0.6, 1279
0.6, 1280
0.6, 1281
0.6, 1282
0.6, 1283
0.6, 1284
0.6, 1285
0.6, 1286
0.6, 1287
0.6, 1288
0.6, 1289
0.6, 1290
0.6, 1291
0.6, 1292
0.6, 1293
0.6, 1294
0.6, 1295
0.6, 1296
0.6, 1297
0.6, 1298
0.6, 1299
0.6, 1300
0.6, 1301
0.6, 1302
0.6, 1303
0.6, 1304
0.6, 1305
0.6, 1306
0.6, 1307
0.6, 1308
0.6, 1309
0.6, 1310
0.6, 1311
0.6, 1312
0.6, 1313
0.6, 1314
0.6, 1315
0.6, 1316
0.6, 1317
0.6, 1318
0.6, 1319
0.6, 1320
0.6, 1321
0.6, 1322
0.6, 1323
0.6, 1324
0.6, 1325
0.6, 1326
0.6, 1327
0.6, 1328
0.6, 1329
0.6, 1330
0.6, 1331
0.6, 1332
0.6, 1333
0.6, 1334
0.6, 1335
0.6, 1336
0.6, 1337
0.6, 1338
0.6, 1339
0.6, 1340
0.6, 1341
0.6, 1342
0.6, 1343
0.6, 1344
0.6, 1345
0.6, 1346
0.6, 1347
0.6, 1348
0.6, 1349
0.6, 1350
0.6, 1351
0.6, 1352
0.6, 1353
0.6, 1354
0.6, 1355
0.6, 1356
0.6, 1357
0.6, 1358
0.6, 1359
0.6, 1360
0.6, 1361
0.6, 1362
0.6, 1363
0.6, 1364
0.6, 1365
0.6, 1366
0.6, 1367
0.6, 1368
0.6, 1369
0.6, 1370
0.6, 1371
0.6, 1372
0.6, 1373
0.6, 1374
0.6, 1375
0.6, 1376
0.6, 1377
0.6, 1378
0.6, 1379
0.6, 1380
0.6, 1381
0.6, 1382
0.6, 1383
0.6, 1384
0.6, 1385
0.6, 1386
0.6, 1387
0.6, 1388
0.6, 1389
0.6, 1390
0.6, 1391
0.6, 1392
0.6, 1393
0.6, 1394
0.6, 1395
0.6, 1396
0.6, 1397
0.6, 1398
0.6, 1399
0.6, 1400
0.6, 1401
0.6, 1402
0.6, 1403
0.6, 1404
0.6, 1405
0.6, 1406
0.6, 1407
0.6, 1408
0.6, 1409
0.6, 1410
0.6, 1411
0.6, 1412
0.6, 1413
0.6, 1414
0.6, 1415
0.6, 1416
0.6, 1417
0.6, 1418
0.6, 1419
0.6, 1420
0.6, 1421
0.6, 1422
0.6, 1423
0.6, 1424
0.6, 1425
0.6, 1426
0.6, 1427
0.6, 1428
0.6, 1429
0.6, 1430
0.6, 1431
0.6, 1432
0.6, 1433
0.6, 1434
0.6, 1435
0.6, 1436
0.6, 1437
0.6, 1438
0.6, 1439
0.6, 1440
0.6, 1441
0.6, 1442
0.6, 1443
0.6, 1444
0.6, 1445
0.6, 1446
0.6, 1447
0.6, 1448
0.6, 1449
0.6, 1450
0.6, 1451
0.6, 1452
0.6, 1453
0.6, 1454
0.6, 1455
0.6, 1456
0.6, 1457
0.6, 1458
0.6, 1459
0.6, 1460
0.6, 1461
0.6, 1462
0.6, 1463
0.6, 1464
0.6, 1465
0.6, 1466
0.6, 1467
0.6, 1468
0.6, 1469
0.6, 1470
0.6, 1471
0.6, 1472
0.6, 1473
0.6, 1474
0.6, 1475
0.6, 1476
0.6, 1477
0.6, 1478
0.6, 1479
0.6, 1480
0.6, 1481
0.6, 1482
0.6, 1483
0.6, 1484
0.6, 1485
0.6, 1486
0.6, 1487
0.6, 1488
0.6, 1489
0.6, 1490
0.6, 1491
0.6, 1492
0.6, 1493
0.6, 1494
0.6, 1495
0.6, 1496
0.6, 1497
0.6, 1498
0.6, 1499
0.6, 1500
0.6, 1501
0.6, 1502
0.6, 1503
0.6, 1504
0.6, 1505
0.6, 1506
0.6, 1507
0.6, 1508
0.6, 1509
0.6, 1510
0.6, 1511
0.6, 1512
0.6, 1513
0.6, 1514
0.6, 1515
0.6, 1516
0.6, 1517
0.6, 1518
0.6, 1519
0.6, 1520
0.6, 1521
0.6, 1522
0.6, 1523
0.6, 1524
0.6, 1525
0.6, 1526
0.6, 1527
0.6, 1528
0.6, 1529
0.6, 1530
0.6, 1531
0.6, 1532
0.6, 1533
0.6, 1534
0.6, 1535
0.6, 1536
0.6, 1537
0.6, 1538
0.6, 1539
0.6, 1540
0.6, 1541
0.6, 1542
0.6, 1543
0.6, 1544
0.6, 1545
0.6, 1546
0.6, 1547
0.6, 1548
0.6, 1549
0.6, 1550
0.6, 1551
0.6, 1552
0.6, 1553
0.6, 1554
0.6, 1555
0.6, 1556
0.6, 1557
0.6, 1558
0.6, 1559
0.6, 1560
0.6, 1561
0.6, 1562
0.6, 1563
0.6, 1564
0.6, 1565
0.6, 1566
0.6, 1567
0.6, 1568
0.6, 1569
0.6, 1570
0.6, 1571
0.6, 1572
0.6, 1573
0.6, 1574
0.6, 1575
0.6, 1576
0.6, 1577
0.6, 1578
0.6, 1579
0.6, 1580
0.6, 1581
0.6, 1582
0.6, 1583
0.6, 1584
0.6, 1585
0.6, 1586
0.6, 1587
0.6, 1588
0.6, 1589
0.6, 1590
0.6, 1591
0.6, 1592
0.6, 1593
0.6, 1594
0.6, 1595
0.6, 1596
0.6, 1597
0.6, 1598
0.6, 1599
0.6, 1600
0.6, 1601
0.6, 1602
0.6, 1603
0.6, 1604
0.6, 1605
0.6, 1606
0.6, 1607
0.6, 1608
0.6, 1609
0.6, 1610
0.6, 1611
0.6, 1612
0.6, 1613
0.6, 1614
0.6, 1615
0.6, 1616
0.6, 1617
0.6, 1618
0.6, 1619
0.6, 1620
0.6, 1621
0.6, 1622
0.6, 1623
0.6, 1624
0.6, 1625
0.6, 1626
0.6, 1627
0.6, 1628
0.6, 1629
0.6, 1630
0.6, 1631
0.6, 1632
0.6, 1633
0.6, 1634
0.6, 1635
0.6, 1636
0.6, 1637
0.6, 1638
0.6, 1639
0.6, 1640
0.6, 1641
0.6, 1642
0.6, 1643
0.6, 1644
0.6, 1645
0.6, 1646
0.6, 1647
0.6, 1648
0.6, 1649
0.6, 1650
0.6, 1651
0.6, 1652
0.6, 1653
0.6, 1654
0.6, 1655
0.6, 1656
0.6, 1657
0.6, 1658
0.6, 1659
0.6, 1660
0.6, 1661
0.6, 1662
0.6, 1663
0.6, 1664
0.6, 1665
0.6, 1666
0.6, 1667
0.6, 1668
0.6, 1669
0.6, 1670
0.6, 1671
0.6, 1672
0.6, 1673
0.6, 1674
0.6, 1675
0.6, 1676
0.6, 1677
0.6, 1678
0.6, 1679
0.6, 1680
0.6, 1681
0.6, 1682
0.6, 1683
0.6, 1684
0.6, 1685
0.6, 1686
0.6, 1687
0.6, 1688
0.6, 1689
0.6, 1690
0.6, 1691
0.6, 1692
0.6, 1693
0.6, 1694
0.6, 1695
0.6, 1696
0.6, 1697
0.6, 1698
0.6, 1699
0.6, 1700
0.6, 1701
0.6, 1702
0.6, 1703
0.6, 1704
0.6, 1705
0.6, 1706
0.6, 1707
0.6, 1708
0.6, 1709
0.6, 1710
0.6, 1711
0.6, 1712
0.6, 1713
0.6, 1714
0.6, 1715
0.6, 1716
0.6, 1717
0.6, 1718
0.6, 1719
0.6, 1720
0.6, 1721
0.6, 1722
0.6, 1723
0.6, 1724
0.6, 1725
0.6, 1726
0.6, 1727
0.6, 1728
0.6, 1729
0.6, 1730
0.6, 1731
0.6, 1732
0.6, 1733
0.6, 1734
0.6, 1735
0.6, 1736
0.6, 1737
0.6, 1738
0.6, 1739
0.6, 1740
0.6, 1741
0.6, 1742
0.6, 1743
0.6, 1744
0.6, 1745
0.6, 1746
0.6, 1747
0.6, 1748
0.6, 1749
0.6, 1750
0.6, 1751
0.6, 1752
0.6, 1753
0.6, 1754
0.6, 1755
0.6, 1756
0.6, 1757
0.6, 1758
0.6, 1759
0.6, 1760
0.6, 1761
0.6, 1762
0.6, 1763
0.6, 1764
0.6, 1765
0.6, 1766
0.6, 1767
0.6, 1768
0.6, 1769
0.6, 1770
0.6, 1771
0.6, 1772
0.6, 1773
0.6, 1774
0.6, 1775
0.6, 1776
0.6, 1777
0.6, 1778
0.6, 1779
0.6, 1780
0.6, 1781
0.6, 1782
0.6, 1783
0.6, 1784
0.6, 1785
0.6, 1786
0.6, 1787
0.6, 1788
0.6, 1789
0.6, 1790
0.6, 1791
0.6, 1792
0.6, 1793
0.6, 1794
0.6, 1795
0.6, 1796
0.6, 1797
0.6, 1798
0.6, 1799
0.6, 1800
0.6, 1801
0.6, 1802
0.6, 1803
0.6, 1804
0.6, 1805
0.6, 1806
0.6, 1807
0.6, 1808
0.6, 1809
0.6, 1810
0.6, 1811
0.6, 1812
0.6, 1813
0.6, 1814
0.6, 1815
0.6, 1816
0.6, 1817
0.6, 1818
0.6, 1819
0.6, 1820
0.6, 1821
0.6, 1822
0.6, 1823
0.6, 1824
0.6, 1825
0.6, 1826
0.6, 1827
0.6, 1828
0.6, 1829
0.6, 1830
0.6, 1831
0.6, 1832
0.6, 1833
0.6, 1834
0.6, 1835
0.6, 1836
0.6, 1837
0.6, 1838
0.6, 1839
0.6, 1840
0.6, 1841
0.6, 1842
0.6, 1843
0.6, 1844
0.6, 1845
0.6, 1846
0.6, 1847
0.6, 1848
0.6, 1849
0.6, 1850
0.6, 1851
0.6, 1852
0.6, 1853
0.6, 1854
0.6, 1855
0.6, 1856
0.6, 1857
0.6, 1858
0.6, 1859
0.6, 1860
0.6, 1861
0.6, 1862
0.6, 1863
0.6, 1864
0.6, 1865
0.6, 1866
0.6, 1867
0.6, 1868
0.6, 1869
0.6, 1870
0.6, 1871
0.6, 1872
0.6, 1873
0.6, 1874
0.6, 1875
0.6, 1876
0.6, 1877
0.6, 1878
0.6, 1879
0.6, 1880
0.6, 1881
0.6, 1882
0.6, 1883
0.6, 1884
0.6, 1885
0.6, 1886
0.6, 1887
0.6, 1888
0.6, 1889
0.6, 1890
0.6, 1891
0.6, 1892
0.6, 1893
0.6, 1894
0.6, 1895
0.6, 1896
